# chain	redshift	v1_end_time	phi_orb	f_ref	psdscaleflag	mtotal	logll1	signalmodelflag	logl	loglh1	m1_source	sky_frame	mc_source	deltalogl	af	l1v1_delay	mf_source	l1h1_delay	m1	ra	l1_end_time	m2	lal_pnorder	m2_source	v1l1_delay	psi	v1h1_delay	costheta_jn	a2z	time	a1	a2	optimal_snr	alpha	post	a1z	cycle	distance	mf	h1l1_delay	mc	theta_jn	h1v1_delay	logprior	flow	t0	chi_eff	q	mtotal_source	h1_end_time	eta	lal_approximant	azimuth	lal_amporder	dec	matched_filter_snr
1.000000000000000000e+00 3.275222726373320792e-01 -3.403371063027549326e-02 2.374045021789879861e+00 2.000000000000000000e+01 0.000000000000000000e+00 3.295533484931127077e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.808559462929434858e+01 1.000000000000000000e+00 9.388236643867720943e+00 0.000000000000000000e+00 8.554634720000263703e-01 -1.490859258109795971e-02 2.353221244190778449e+01 -8.280634722536515252e-03 2.400902968427836370e+01 3.754003236530118137e+00 -1.912511804917753355e-02 8.946305165032907070e+00 -1.000000000000000000e+00 6.739099862527852203e+00 1.490859258109795971e-02 9.332519606975689941e-01 6.627957858561444454e-03 -6.429148569007031577e-01 -4.374267725029170051e-01 -3.417692462692099864e-02 7.871687094934359807e-01 4.374267725029170051e-01 0.000000000000000000e+00 2.544548263446333003e+00 1.392494566835010352e+13 7.871687094934359807e-01 3.341000000000000000e+05 1.769220165778851879e+03 3.123953614106592624e+01 8.280634722536515252e-03 1.246309324552435704e+01 2.269094148612286865e+00 -6.627957858561444454e-03 3.026470300000000080e+01 2.000000000000000000e+01 -2.740574731674599862e-02 4.547307313707863452e-01 3.726225208880949991e-01 2.482469449182220345e+01 -2.740575277171404880e-02 1.977729353029226977e-01 4.600000000000000000e+01 4.624878657851150265e-01 0.000000000000000000e+00 1.689373496051430057e-01 0.000000000000000000e+00
1.000000000000000000e+00 3.387241643448593020e-01 -2.421006492468724333e-02 2.344356657693276169e+00 2.000000000000000000e+01 0.000000000000000000e+00 2.223467039108120957e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.312391961867614754e+01 1.000000000000000000e+00 5.650498567646792480e+00 0.000000000000000000e+00 7.872518917838293717e-01 -1.562097105422025414e-02 1.600661754261374625e+01 7.403608065348435754e-03 1.756930832444133017e+01 1.902252621728734105e+00 -8.589093870466989189e-03 4.665362066639880290e+00 -1.000000000000000000e+00 3.484931542206830102e+00 1.562097105422025414e-02 1.941382500527387034e+00 2.302457911956869163e-02 -8.597613135009061214e-01 -3.571499774451589726e-01 -1.259404874689599996e-02 6.232053788587910148e-01 3.571499774451589726e-01 0.000000000000000000e+00 7.386005953753169706e-01 1.381371423832783203e+13 6.232053788587910148e-01 5.225000000000000000e+05 1.839719039013585189e+03 2.142844569372335073e+01 -7.403608065348435754e-03 7.564458973104776440e+00 2.605598440398460447e+00 -2.302457911956869163e-02 3.025668299999999888e+01 2.000000000000000000e+01 -1.185495707336000053e-03 4.175035352658100773e-01 2.655404515924920106e-01 1.660885116088297764e+01 -1.185485805118553435e-03 1.657977477250352216e-01 4.600000000000000000e+01 1.086663588928437951e+00 0.000000000000000000e+00 -2.289994289274779882e-01 0.000000000000000000e+00
2.000000000000000000e+00 3.531733009972620740e-01 5.675761811152769953e-02 4.602722303087069200e+00 2.000000000000000000e+01 0.000000000000000000e+00 4.730238382999036872e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.977806247312276255e+01 1.000000000000000000e+00 1.505715309440424399e+01 0.000000000000000000e+00 6.425052865881377695e-01 1.444672409592459572e-02 3.344784179540893376e+01 -2.071622520426204261e-03 2.676314608408560147e+01 4.992419526714484412e+00 4.231089401560310381e-02 2.053923774590476725e+01 -1.000000000000000000e+00 1.517857153312717067e+01 -1.444672409592459572e-02 7.056895538256699463e-02 -1.651834661635079998e-02 5.353667840388959265e-01 -7.962485170601829587e-01 3.567634777231300236e-02 2.590776262151089915e-01 7.962485170601829587e-01 0.000000000000000000e+00 1.779198194433652347e+00 1.377153642293510742e+13 2.590776262151089915e-01 3.989000000000000000e+05 1.931493831803628382e+03 4.526072649352769872e+01 2.071622520426204261e-03 2.037493755637613191e+01 1.005854379993895709e+00 1.651834661635079998e-02 3.025362499999999955e+01 2.000000000000000000e+01 4.023927463927400028e-02 -1.991570926545423725e-01 7.674448168901260026e-01 3.495663400624992789e+01 4.023927149517689955e-02 2.456718696781004241e-01 4.600000000000000000e+01 5.098741640329141234e+00 0.000000000000000000e+00 -7.249823224826199564e-01 0.000000000000000000e+00
1.000000000000000000e+00 3.612386223358031168e-01 2.304256983534359177e-02 1.592728609543736962e+00 2.000000000000000000e+01 0.000000000000000000e+00 4.324527756028327019e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.802267657466973105e+01 1.000000000000000000e+00 1.367740935355249654e+01 0.000000000000000000e+00 6.817362864067976203e-01 1.099658124086220871e-02 3.029799079537210105e+01 -5.232798258275528011e-03 2.453316343130717314e+01 5.575524791017964610e+00 1.204598859448138305e-02 1.871211412897609705e+01 -1.000000000000000000e+00 1.374638790138590316e+01 -1.099658124086220871e-02 1.437373815091024909e+00 -1.622937949913773673e-02 -6.428783463053771019e-01 -6.331813985142930035e-01 2.695831870373400010e-02 3.545192886768699925e-01 6.331813985142930035e-01 0.000000000000000000e+00 2.120703112363151011e+00 1.370708543356022461e+13 3.545192886768699925e-01 4.461000000000000000e+05 1.983126820149322839e+03 4.124279524983516154e+01 5.232798258275528011e-03 1.861821786555262648e+01 2.269046481723409059e+00 1.622937949913773673e-02 3.024893399999999843e+01 2.000000000000000000e+01 6.813184943922000365e-03 -7.285611568319165510e-02 7.627273254576399930e-01 3.176906447605563244e+01 6.813190336205855041e-03 2.454703443655344153e-01 4.600000000000000000e+01 3.167927354995117017e+00 0.000000000000000000e+00 9.609574787646010252e-01 0.000000000000000000e+00
2.000000000000000000e+00 2.973168209714920907e-01 -6.122379221487178613e-02 4.584231990475799989e-01 2.000000000000000000e+01 0.000000000000000000e+00 3.605423427282761395e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.163401138707601845e+01 1.000000000000000000e+00 9.681387197499544683e+00 0.000000000000000000e+00 6.258253043319612630e-01 -1.308538128122199024e-02 2.699052291252819202e+01 8.118030620763112826e-03 2.806616687754252126e+01 1.836383748970165097e+00 -4.813841093364979590e-02 7.988067395285091798e+00 -1.000000000000000000e+00 6.157375951776567824e+00 1.308538128122199024e-02 2.384744551156186887e+00 2.120341190198510306e-02 -6.678103713836180955e-01 -5.200730198070590005e-01 -5.245899631112300315e-02 2.805797523858640230e-01 5.200730198070590005e-01 0.000000000000000000e+00 6.253436254591242527e-01 1.350035368609846289e+13 2.805797523858640230e-01 2.565000000000000000e+05 1.582022859615463403e+03 3.501525938123928938e+01 -8.118030620763112826e-03 1.255982646165421102e+01 2.302059478937845238e+00 -2.120341190198510306e-02 3.023373700000000142e+01 2.000000000000000000e+01 -4.002039105383699974e-02 1.031895391836652881e-01 2.846155454764590087e-01 2.779138733885258716e+01 -4.002038031288668307e-02 1.724694866766036949e-01 4.600000000000000000e+01 9.071280824189079661e-01 0.000000000000000000e+00 -3.759444151790730104e-01 0.000000000000000000e+00
2.000000000000000000e+00 3.533371060247920137e-01 3.850629873301522621e-02 3.520921369519026012e+00 2.000000000000000000e+01 0.000000000000000000e+00 2.438596661198216253e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.309214267267438281e+01 1.000000000000000000e+00 6.832959926291318098e+00 0.000000000000000000e+00 7.538382999729444922e-01 1.263181877500482719e-02 1.727365197388510154e+01 -1.598671671901377711e-04 1.771808247630083599e+01 1.442356786184109951e-01 2.587447995801039902e-02 6.667884135681327429e+00 -1.000000000000000000e+00 4.926994247033656293e+00 -1.263181877500482719e-02 2.748462400878650125e-01 -1.279168594219496496e-02 8.579600408086095198e-02 -5.711151085076680012e-01 4.616181389705999866e-02 5.271723026784249644e-01 5.711151085076680012e-01 0.000000000000000000e+00 1.586762448252603486e+00 1.332073553684425977e+13 5.271723026784249644e-01 6.287000000000000000e+05 1.932539614778916075e+03 2.337707417281709965e+01 1.598671671901377711e-04 9.247298212230468550e+00 1.484894715778734664e+00 1.279168594219496496e-02 3.022034299999999973e+01 2.000000000000000000e+01 2.571461858612799842e-02 2.268662569107764426e-01 3.763321535837800269e-01 1.801913691970803910e+01 2.571461279082026125e-02 1.986665792717775547e-01 4.600000000000000000e+01 3.083040777352350048e+00 0.000000000000000000e+00 8.237930628699889901e-01 0.000000000000000000e+00
1.000000000000000000e+00 3.367094468634276305e-01 9.204384658363334859e-02 3.511576312459653071e+00 2.000000000000000000e+01 0.000000000000000000e+00 3.784575670249097357e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.855702107013045321e+01 1.000000000000000000e+00 1.159475256912670105e+01 0.000000000000000000e+00 6.824900150546023836e-01 1.510879841832984960e-03 2.710781095898093795e+01 -9.838065049810981733e-03 2.480534537008704632e+01 4.497114734718259399e+00 9.053296674180036363e-02 1.304041133240392369e+01 -1.000000000000000000e+00 9.755606473046997351e+00 -1.510879841832984960e-03 7.426314696807199967e-02 -1.134894489164396669e-02 -3.218922439883101227e-01 -3.984132440982369738e-01 8.915533487383299482e-02 2.520991881782139732e-01 3.984132440982369738e-01 0.000000000000000000e+00 2.954473433602883059e+00 1.316225000189615039e+13 2.520991881782139732e-01 5.427000000000000000e+05 1.826997243796957264e+03 3.623526699265777040e+01 9.838065049810981733e-03 1.549881529319565843e+01 1.898523754643687056e+00 1.134894489164396669e-02 3.020837399999999917e+01 2.000000000000000000e+01 8.069489395003100196e-02 2.795385636696941928e-02 5.257097265869740133e-01 2.831262754317745234e+01 8.069490169198938190e-02 2.258406850440768388e-01 4.600000000000000000e+01 3.618587290606278817e+00 0.000000000000000000e+00 5.445770225267470011e-01 0.000000000000000000e+00
2.000000000000000000e+00 3.335781340075366641e-01 -8.949883788382168026e-02 5.209930907696434410e+00 2.000000000000000000e+01 0.000000000000000000e+00 4.689987083684508207e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.134558165710350508e+01 1.000000000000000000e+00 1.488377139848075892e+01 0.000000000000000000e+00 7.375314566344609579e-01 1.832131833708081081e-02 3.341830928032477033e+01 7.894142494396821919e-03 2.846600095558559929e+01 4.259360191059459733e-01 -1.078201562209024911e-01 1.843386988125947923e+01 -1.000000000000000000e+00 1.382286452602806293e+01 -1.832131833708081081e-02 1.177717101328243032e+00 -1.042717584268398889e-02 8.983060899702050017e-01 -3.547911958513220165e-01 -9.537755186501599425e-02 4.353953331092950130e-01 3.547911958513220165e-01 0.000000000000000000e+00 6.625899559618100287e-01 1.310113521480760352e+13 4.353953331092950130e-01 2.625000000000000000e+05 1.807261439131535781e+03 4.456592653174225660e+01 -7.894142494396821919e-03 1.984867208858071663e+01 4.548974507858424277e-01 1.042717584268398889e-02 3.020372000000000057e+01 2.000000000000000000e+01 -9.992601089772699952e-02 1.248146130161232603e-01 6.475749758464890427e-01 3.516844618313157156e+01 -9.992601372650566915e-02 2.385611303546563144e-01 4.600000000000000000e+01 4.089032191474255562e+00 0.000000000000000000e+00 -3.986840941132789862e-01 0.000000000000000000e+00
2.000000000000000000e+00 3.497389678677509939e-01 8.846185331908051896e-02 2.685746376662660140e+00 2.000000000000000000e+01 0.000000000000000000e+00 3.076732418772860100e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.533290475306140088e+01 1.000000000000000000e+00 9.194408157782783420e+00 0.000000000000000000e+00 7.256786878520008477e-01 2.317922371650668611e-02 2.179374204399798387e+01 -1.927185583464122165e-03 2.069541903581162856e+01 5.825523392378427978e+00 6.528262960257383285e-02 1.007190515191697244e+01 -1.000000000000000000e+00 7.462113335757103449e+00 -2.317922371650668611e-02 6.872563001605820343e-01 -2.510640929997080828e-02 5.333888194617539824e-01 -6.910367228849669807e-01 8.212423665348299318e-02 4.532145548597850127e-01 6.910367228849669807e-01 0.000000000000000000e+00 1.764475084895545720e+00 1.306543095742434180e+13 4.532145548597850127e-01 5.757000000000000000e+05 1.909595522883679223e+03 2.941586289244184726e+01 1.927185583464122165e-03 1.241005097704056226e+01 1.008194487101770065e+00 2.510640929997080828e-02 3.020099099999999837e+01 2.000000000000000000e+01 6.335544023629899324e-02 7.863565846028744422e-02 4.866731683223429750e-01 2.279501808881850522e+01 6.335544401910971068e-02 2.201944642178756684e-01 4.600000000000000000e+01 3.744447835712688022e+00 0.000000000000000000e+00 3.493362102459720009e-01 0.000000000000000000e+00
1.000000000000000000e+00 3.571333423001477048e-01 -4.393834635101005054e-02 6.410123896891859463e-01 2.000000000000000000e+01 0.000000000000000000e+00 3.793161088868438213e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.672162237834174192e+01 1.000000000000000000e+00 1.188165534612822150e+01 0.000000000000000000e+00 8.004183419119930143e-01 -8.067473501770811017e-03 2.634169523727932472e+01 -6.914804927585435634e-03 2.269347126699987527e+01 3.800721953712618006e+00 -3.587087284923923952e-02 1.523813962168450509e+01 -1.000000000000000000e+00 1.122818159920677239e+01 8.067473501770811017e-03 2.950938602421238954e+00 1.152668574185375383e-03 1.620270509458096586e-02 -3.196390234668010089e-01 -3.125432426667899832e-02 7.042401004036870082e-01 3.196390234668010089e-01 0.000000000000000000e+00 2.333105617207869464e+00 1.300985157687360742e+13 7.042401004036870082e-01 5.050000000000000000e+04 1.956809405791254221e+03 3.574919289922077326e+01 6.914804927585435634e-03 1.612499063194941229e+01 1.554592912673528060e+00 -1.152668574185375383e-03 3.019672800000000024e+01 2.000000000000000000e+01 -4.278568100617800157e-02 2.929205524136796468e-01 6.714768068049300487e-01 2.794980397754851609e+01 -4.278567777682467516e-02 2.403423520492197207e-01 4.600000000000000000e+01 2.250100687000834210e+00 0.000000000000000000e+00 1.234506589171586066e+00 0.000000000000000000e+00
2.000000000000000000e+00 3.050808027790028465e-01 5.212495877900431146e-02 5.236070503374273599e+00 2.000000000000000000e+01 0.000000000000000000e+00 4.025704361323749936e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.223001788681833801e+01 1.000000000000000000e+00 1.179011231469575804e+01 0.000000000000000000e+00 7.874736847172461029e-01 2.132367961472525844e-02 2.946586809752728797e+01 3.496444923945414562e-04 2.901196958952046856e+01 6.157976146438418397e+00 3.080127916427905302e-02 1.124507402371702725e+01 -1.000000000000000000e+00 8.616381452989024581e+00 -2.132367961472525844e-02 2.733130578661608912e+00 -2.097403512233071698e-02 2.935829752900990797e-01 -6.474948453746129928e-01 5.085281971720499727e-02 6.232140053904859922e-01 6.474948453746129928e-01 0.000000000000000000e+00 1.535868527138688933e+00 1.287272695876407812e+13 6.232140053904859922e-01 5.810000000000000000e+04 1.629730157596164418e+03 3.845533879130112354e+01 -3.496444923945414562e-04 1.538704924451774758e+01 1.272823492630519082e+00 2.097403512233071698e-02 3.018613200000000063e+01 2.000000000000000000e+01 3.115092614586499956e-02 2.682645653191517154e-01 3.876011929841159942e-01 3.084639933980736615e+01 3.115092365667359448e-02 2.013055627047426743e-01 4.600000000000000000e+01 3.520036212831985090e+00 0.000000000000000000e+00 4.393014488872539758e-01 0.000000000000000000e+00
2.000000000000000000e+00 3.403538158104082445e-01 -7.134002440866121786e-02 4.257125353864272377e+00 2.000000000000000000e+01 0.000000000000000000e+00 1.834249431161081745e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.109419801576063058e+01 1.000000000000000000e+00 4.444794723095142785e+00 0.000000000000000000e+00 6.911267802078873146e-01 -2.307826470627467874e-02 1.330725135329205600e+01 -4.495598672454401146e-03 1.487015064378102025e+01 2.982607011632040894e+00 -4.826175970238653912e-02 3.472343667829796310e+00 -1.000000000000000000e+00 2.590617213806593711e+00 2.307826470627467874e-02 2.242647223863353911e+00 1.858266603382027760e-02 -1.050267108152593346e-02 -5.741187673037619899e-01 -5.578656296318999785e-02 4.584309524463560104e-01 5.741187673037619899e-01 0.000000000000000000e+00 2.036423105765396535e+00 1.277660653147291602e+13 4.584309524463560104e-01 5.333000000000000000e+05 1.850022832925851162e+03 1.783642512933322521e+01 4.495598672454401146e-03 5.957597567594540955e+00 1.581299190970788304e+00 -1.858266603382027760e-02 3.017863699999999838e+01 2.000000000000000000e+01 -5.275735811878599912e-02 2.629631267415273865e-01 2.335109946772460088e-01 1.368481522956722429e+01 -5.275735837484094026e-02 1.534692193819236494e-01 4.600000000000000000e+01 1.387706437839834939e+00 0.000000000000000000e+00 6.175618921754739699e-01 0.000000000000000000e+00
2.000000000000000000e+00 3.330408015543351308e-01 -5.201593154987928930e-02 4.455138667757157833e+00 2.000000000000000000e+01 0.000000000000000000e+00 4.557311147433445342e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.082227264191705629e+01 1.000000000000000000e+00 1.445194862153418747e+01 0.000000000000000000e+00 7.940422380491487520e-01 -1.444137987895307423e-02 3.227653585598300623e+01 -8.669466571037891256e-03 2.775693901276401832e+01 3.778955494218025013e+00 -3.757455167092621506e-02 1.781617246157043155e+01 -1.000000000000000000e+00 1.336506162511803630e+01 1.444137987895307423e-02 4.606321068822660236e-01 5.771913307915182978e-03 2.472043445391309269e-01 -3.567690117513609982e-01 -5.105435672396799879e-02 6.709873021192289677e-01 3.567690117513609982e-01 0.000000000000000000e+00 2.617611685165546209e+00 1.276203673706892969e+13 6.709873021192289677e-01 4.483000000000000000e+05 1.803879275244718656e+03 4.302593922885682787e+01 8.669466571037891256e-03 1.926503717447200259e+01 1.321002340736098679e+00 -5.771913307915182978e-03 3.017749600000000143e+01 2.000000000000000000e+01 -4.624401437233999906e-02 2.692003021971712262e-01 6.418637319258320151e-01 3.418733426703509792e+01 -4.624401824196410632e-02 2.381050561294351942e-01 4.600000000000000000e+01 5.969355455361560203e-01 0.000000000000000000e+00 2.680786724540419885e-01 0.000000000000000000e+00
2.000000000000000000e+00 3.404741413945031048e-01 3.236943846052555557e-02 3.414670737929943911e+00 2.000000000000000000e+01 0.000000000000000000e+00 4.483264388451729587e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.981996179547719805e+01 1.000000000000000000e+00 1.425620986443986027e+01 0.000000000000000000e+00 6.444043191412601734e-01 1.489731486326935361e-02 3.202619267310404183e+01 -3.377445022613636411e-03 2.656814627026415110e+01 5.867483304408493083e+00 1.747212359725620195e-02 1.826449761425314833e+01 -1.000000000000000000e+00 1.362540093108583505e+01 -1.489731486326935361e-02 1.783099935263879887e-01 -1.827475988588299002e-02 -1.035291978143219882e-01 -7.864093878909830249e-01 3.520273109334300099e-02 2.223804827454710087e-01 7.864093878909830249e-01 0.000000000000000000e+00 1.914854566123146640e+00 1.273068071042132422e+13 2.223804827454710087e-01 1.290000000000000000e+04 1.850784092121583171e+03 4.293028312561406779e+01 3.377445022613636411e-03 1.911008067757486728e+01 1.674511365107752336e+00 1.827475988588299002e-02 3.017503599999999864e+01 2.000000000000000000e+01 1.409467613692400034e-02 -1.885932763079235797e-01 6.874584861306379802e-01 3.344536272656302600e+01 1.409467857464256554e-02 2.414239118405022422e-01 4.600000000000000000e+01 3.273496072333362150e+00 0.000000000000000000e+00 8.256125518405880159e-01 0.000000000000000000e+00
1.000000000000000000e+00 3.301717121131486632e-01 1.590629689672071537e-02 5.365251925665837085e+00 2.000000000000000000e+01 0.000000000000000000e+00 3.451973440222187151e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.779606255627845712e+01 1.000000000000000000e+00 1.033297921586941293e+01 0.000000000000000000e+00 6.760425253794084544e-01 1.298328222930922315e-02 2.491987625435945120e+01 -2.645679301702345138e-03 2.367181899935761180e+01 6.044649568658251759e+00 2.923014667411492212e-03 1.084791540286425793e+01 -1.000000000000000000e+00 8.155274468760842055e+00 -1.298328222930922315e-02 1.773706410533246958e+00 -1.562896153101156829e-02 2.367193939264320424e-01 -5.908528929254029949e-01 2.141270477604699865e-02 2.908216567565160005e-01 5.908528929254029949e-01 0.000000000000000000e+00 1.838199366809383672e+00 1.262362280011059570e+13 2.908216567565160005e-01 4.125000000000000000e+05 1.785842540037410345e+03 3.314771446290910717e+01 2.645679301702345138e-03 1.374463665480259777e+01 1.331808447132209361e+00 1.562896153101156829e-02 3.016659100000000038e+01 2.000000000000000000e+01 2.773356092039999904e-04 1.375315975231288304e-02 4.582628569084040149e-01 2.595133702503930095e+01 2.773353657091470748e-04 2.154978938761041574e-01 4.600000000000000000e+01 3.151125599124484200e+00 0.000000000000000000e+00 9.052829147595360393e-01 0.000000000000000000e+00
2.000000000000000000e+00 3.333628524904507229e-01 -1.048699599826604656e-01 4.827652707990555569e+00 2.000000000000000000e+01 0.000000000000000000e+00 2.980876185394561162e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.593820963799829293e+01 1.000000000000000000e+00 8.630163496930203237e+00 0.000000000000000000e+00 7.785676188206286374e-01 -2.288712870169005986e-02 2.134654815009308848e+01 -3.707263178827635564e-03 2.125141666651219907e+01 3.225882936079231822e+00 -8.198283128097040573e-02 8.557345187433412548e+00 -1.000000000000000000e+00 6.417866803061170522e+00 2.288712870169005986e-02 2.229774098039162045e+00 1.917986552286242430e-02 -4.193023634899029628e-01 -4.301104907350249973e-01 -1.011986034152230068e-01 5.759733347977310514e-01 4.301104907350249973e-01 0.000000000000000000e+00 1.950074256564534148e+00 1.256661738388561133e+13 5.759733347977310514e-01 2.925000000000000000e+05 1.805906221453473790e+03 2.846269433223287848e+01 3.707263178827635564e-03 1.150713941772582061e+01 2.003473058435553344e+00 -1.917986552286242430e-02 3.016206499999999835e+01 2.000000000000000000e+01 -8.569008895461699415e-02 2.871519934498095727e-01 4.026717522751320222e-01 2.235607644105946434e+01 -8.569009445979804129e-02 2.046628712047583176e-01 4.600000000000000000e+01 5.468400845905669883e-01 0.000000000000000000e+00 -1.148417617875800018e-01 0.000000000000000000e+00
1.000000000000000000e+00 3.234527780515043527e-01 7.819212728485336328e-02 4.220450876159768328e+00 2.000000000000000000e+01 0.000000000000000000e+00 4.246972414734898393e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.085086406772254719e+01 1.000000000000000000e+00 1.320207426660048888e+01 0.000000000000000000e+00 7.262006444922843862e-01 1.896560533951777150e-03 3.060744297394063551e+01 4.097901336435214037e-03 2.759513397520169775e+01 3.364111397109736057e+00 7.629556675090158613e-02 1.487459017214728796e+01 -1.000000000000000000e+00 1.123923000414633400e+01 -1.896560533951777150e-03 1.954739602066094983e+00 2.201340802483436887e-03 -6.346359900530970100e-01 -3.487504851613080215e-01 6.394389029119300349e-02 3.861905248787220191e-01 3.487504851613080215e-01 0.000000000000000000e+00 1.149148552811382507e+00 1.256297359321947070e+13 3.861905248787220191e-01 5.187000000000000000e+05 1.743751408251727526e+03 4.050750543291473349e+01 -4.097901336435214037e-03 1.747232186417469535e+01 2.258333735147104449e+00 -2.201340802483436887e-03 3.016177499999999867e+01 2.000000000000000000e+01 8.039346881276900059e-02 1.287848895814224237e-01 5.390294602488360232e-01 3.209009407186888296e+01 8.039346808733680017e-02 2.275718999914228824e-01 4.600000000000000000e+01 5.689684988972238955e+00 0.000000000000000000e+00 -1.481220589713384994e+00 0.000000000000000000e+00
1.000000000000000000e+00 3.499303974115925420e-01 -8.027871628329085602e-03 5.062977687824950834e+00 2.000000000000000000e+01 0.000000000000000000e+00 4.181036465389440338e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.802674140438093531e+01 1.000000000000000000e+00 1.326255008742634089e+01 0.000000000000000000e+00 6.790457524578190629e-01 1.645517027366440177e-02 2.955753414652510713e+01 -1.107557816251766164e-03 2.433484618805196575e+01 6.161594423722754676e+00 -2.448304190199348737e-02 1.747551846584243762e+01 -1.000000000000000000e+00 1.294549593027215018e+01 -1.645517027366440177e-02 1.817668020142940044e+00 -1.756272808991616793e-02 5.687377496258529952e-01 -5.652796703857350114e-01 -4.526915143573000122e-03 2.874508737699529859e-01 5.652796703857350114e-01 0.000000000000000000e+00 1.681635844621927056e+00 1.254582428693401367e+13 2.874508737699529859e-01 1.711000000000000000e+05 1.910814747067307735e+03 3.990061381692535747e+01 1.107557816251766164e-03 1.790351951021059307e+01 9.658259028705807880e-01 1.756272808991616793e-02 3.016040900000000136e+01 2.000000000000000000e+01 -2.559059745299999827e-02 -6.896573474658063141e-02 7.181273442534700235e-01 3.097223733465308371e+01 -2.559059971824525354e-02 2.432712374344389861e-01 4.600000000000000000e+01 3.276063860771428082e+00 0.000000000000000000e+00 7.231493230852269471e-01 0.000000000000000000e+00
2.000000000000000000e+00 3.528245137348166027e-01 -4.434731520211283168e-02 2.028133398252914166e+00 2.000000000000000000e+01 0.000000000000000000e+00 2.309731830863968938e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.237578631631717663e+01 1.000000000000000000e+00 6.489424978419591206e+00 0.000000000000000000e+00 8.525462393178143694e-01 1.501453358504668822e-02 1.619263204886873453e+01 -7.566886705604423946e-03 1.674226710545778118e+01 5.072911923218950569e+00 -5.936184878715951990e-02 6.355051203181908193e+00 -1.000000000000000000e+00 4.697616829574718267e+00 -1.501453358504668822e-02 3.075171366609459889e-01 -2.258142029065111217e-02 -3.962653266750902625e-02 -6.398028017029520065e-01 -5.355880135193299973e-02 7.995284678085520236e-01 6.398028017029520065e-01 0.000000000000000000e+00 2.427545034961616999e+00 1.246472785582163477e+13 7.995284678085520236e-01 2.017000000000000000e+05 1.929267462065074369e+03 2.190578957759765188e+01 7.566886705604423946e-03 8.779053190849054999e+00 1.610433237471042389e+00 2.258142029065111217e-02 3.015392399999999995e+01 2.000000000000000000e+01 -6.692874641715000628e-02 4.035074322121845469e-01 3.795812815045960242e-01 1.707340314589189489e+01 -6.692873549276394385e-02 1.994390521322460808e-01 4.600000000000000000e+01 4.027309049352671977e+00 0.000000000000000000e+00 3.616755932763999759e-01 0.000000000000000000e+00
